Column1,Column2,Column3,Column4
"ಅಲ್ಲದೇ ಸೂಪ್ ನಲ್ಲಿ ಹೆಚ್ಚಿನ ಉಪ್ಪು ಸಹಾ ಇದ್ದು ನರಗಳನ್ನು ದೃಢಗೊಳಿಸುತ್ತವೆ, ತನ್ಮೂಲಕ ಹೃದಯದ ಸ್ತಂಭನದ ಸಾಧ್ಯತೆ ಹೆಚ್ಚಿಸುತ್ತದೆ. ಆದ್ದರಿಂದ ಹೃದಯ ಆರೋಗ್ಯಕ್ಕಾದರೂ ಸರಿ, ಮನೆಯಲ್ಲಿಯೇ ಸೂಪ್ ತಯಾರಿಸಿ ಸೇವಿಸಿ.",Negetive,Nutral,ಆದ್ದರಿಂದ
"ಸಿನೇಮಾ ಪರದೆಯ ಹತ್ತು ಪಟ್ಟು ದೊಡ್ಡ ಭಿತ್ತಿಚಿತ್ರಗಳಲ್ಲಿ ಹುರಿದ ಕೋಳಿಯ ಚಿತ್ರವನ್ನು ನೋಡಿದರೆ ಬಾಯಲ್ಲಿ ನೀರೂರದಿರುವ ವ್ಯಕ್ತಿಯೇ ಇರಲಾರರು. ಆದರೆ ಇವು ಎಷ್ಟೇ ಸುಂದರವಾಗಿದ್ದರೂ, ಹೃದಯಕ್ಕೆ ಮಾತ್ರ ವಿಷವೇ ಸರಿ. ",Nutral,Negetive,ಆದರೆ
 ಇವುಗಳ ಪ್ರಮಾಣ ಹೆಚ್ಚಾದರೆ ಹೃದಯಕ್ಕೆ ಅಪಾರಕಾರಿಯಾಗಿವೆ. ಆದ್ದರಿಂದ ಮಾರುಕಟ್ಟೆಯಲ್ಲಿ ಸಿಗುವ ಸಿದ್ದ ಬರ್ಗರ್ ಗಳಿಗಿಂತ ಮನೆಯಲ್ಲಿಯೇ ತಯಾರಿಸಿ ಸವಿಯುವುದು ಜಾಣತನದ ಕ್ರಮವಾಗಿದೆ.,Negetive,Nutral,ಆದ್ದರಿಂದ
 ಕುರುಕು ತಿಂಡಿಗಳ ಮೇಲೆ ಉಪ್ಪನ್ನು ತೆಳುವಾಗಿ ಸಿಂಪಡಿಸಿರುತ್ತಾರೆ. ಆದರೆ ಒಂದು ಪ್ರಮಾಣದ ಉಪ್ಪಿನ ಚಿಪ್ಸ್ ನಲ್ಲಿಯೂ 155 ಕ್ಯಾಲೋರಿ 10.6 ಗ್ರಾಂ ಕೊಬ್ಬು ಹಾಗೂ 149 mg ಸೋಡಿಯಂ ಇದೆ. ,Nutral,Nutral,ಆದರೆ
" ಈ ಅಭ್ಯರ್ಥಿಗಳ ಧ್ಯೇಯವನ್ನು ಗುರುತಿಸಿ ಅವರನ್ನು ಸೋಸುವುದು ಅವಶ್ಯಕ, ಆದರೆ ಪರಿಸ್ಥಿತಿಯು ಹಾಗಿಲ್ಲವೆಂಬುದು ಅಚ್ಚರಿ.",Nutral,Nutral,ಆದರೆ
" ಯಾರಾದರೂ ಹೂಬಿಡುವ ಗಿಡವನ್ನ ಬೆಳೆಸಲು ಬಯಸಿದರೆ, ಮೊದಲು ಕಳೆಯನ್ನು ಕೀಳಬೇಕಾದುದು ಅತ್ಯವಶ್ಯಕ, ಏಕೆಂದರೆ ಅವು ಹೂವುಗಳು ಚೆನ್ನಾಗಿ ಬೆಳೆಯಲು ಅವು ಅಡ್ಡಿಯನ್ನುಂಟುಮಾಡುತ್ತವೆ. ",Nutral,Negetive,ಏಕೆಂದರೆ
" ಗೀತೆ ಮತ್ತು ಅದ್ವೈತಗಳು ಆವಶ್ಯಕ ಎಂಬುದೇನೋ ನಿಜ. ಆದರೆ, ನಾವು ಪ್ರಾಯೋಗಿಕವಾದ, ಸಾಮಾಜಿಕ ಮತ್ತು ರಾಜಕೀಯ ಪಠ್ಯಗಳನ್ನೂ ಪರಿಚಯಿಸಬೇಕಿದೆ.",Nutral,Nutral,ಆದರೆ
"ಕ್ರಿಶ್ಚಿಯಾನಿಟಿ ಅಥವಾ ಇಸ್ಲಾಂನ ಪ್ರಕಾರ ಅವರು ಕ್ರೈಸ್ತರು ಅಥವಾ ಮುಸ್ಲಿಮರು ಆಗಿರಬಹುದು. ಆದರೆ, ಅವರು ತಮ್ಮ ಮತಾವಲಂಬಿಗಳು ಹಿಂದೆ ನಡೆಸಿದ ಅಪರಾಧಗಳನ್ನು ಒಪ್ಪಲಾರರು.",Nutral,Negetive,ಆದರೆ
" ಅವರು ಭಾಂಗ್ರಾ, ಬಾಲಿವುಡ್, ಕ್ರಿಕೆಟ್ ಮತ್ತು ಇನ್ನಿತರೆ ವಿಷಯಗಳ ಬಗ್ಗೆ ಅರಿತಿರಬಹುದು. ಆದರೆ, ತಮ್ಮ ಸಂಸ್ಕೃತಿಯು ಏಕೆ ವಿಶಿಷ್ಟವಾಗಿದೆ ಎಂಬುದನ್ನು ಅವರು ಅರಿಯರು. ",Positive,Negetive,ಆದರೆ
ಮಾರುಕಟ್ಟೆಯಲ್ಲಿ ಬಿಸಿಲಿನ ಝಳದಿಂದ ಪಾರಾಗಲು ನೂರಾರು ರಾಸಾಯನಿಕ ಆಧಾರಿತ ದುಬಾರಿ ಪ್ರಸಾಧನಗಳಿವೆ ಆದರೆ ಇವು ಒಳ್ಳೆಯದು ಮಾಡುವುದಕ್ಕಿಂತ ಅಡ್ಡಪರಿಣಾಮಗಳ ಮೂಲಕ ದೀರ್ಘಕಾಲದಲ್ಲಿ ಕೆಡುಕು ಮಾಡುವುದೇ ಹೆಚ್ಚು.,Nutral,Negetive,ಆದರೆ
ವಿಶೇಷವಾಗಿ ಕೋಮಲ ತ್ವಚೆಗೆ ಇವು ಹೆಚ್ಚಿನ ಕೆಡುಕನ್ನುಂಟುಮಾಡಬಹುದು. ಆದ್ದರಿಂದ ನಮ್ಮ ಅಡುಗೆಮನೆಯಲ್ಲಿ ಸುಲಭವಾಗಿ ಲಭಿಸುವ ನೈಸರ್ಗಿಕ ಸಾಮಾಗ್ರಿಗಳೇ ತ್ವಚೆಗೆ ಸುರಕ್ಷಿತವಾಗಿದ್ದು ಯಾವುದೇ ಅಡ್ಡಪರಿಣಾಮಗಳಿರುವುದಿಲ್ಲ.,Negetive,Positive,ಆದ್ದರಿಂದ
ಅಲ್ಲದೇ ಗರ್ಭಿಣಿಯರು ಕದ್ದು ಮುಚ್ಚಿ ಕೆಲವು ಆಹಾರಗಳನ್ನು ಸೇವಿಸುತ್ತಾರೆ. ಆದರೆ ಇವರಿಗೆ ಅರಿವೇ ಇಲ್ಲದೇ ಈ ಆಹಾರಗಳು ಮಾರಕ ಪರಿಣಾಮ ಬೀರಬಲ್ಲವು. ,Nutral,Negetive,ಆದರೆ
ಒಂದು ವೇಳೆ ಗರ್ಭಿಣಿ ಮಧುಮೇಹಿ ರೋಗಿಯಾಗಿದ್ದರೆ ಮಾವಿನ ಹಣ್ಣಿನ ಪ್ರಮಾಣವನ್ನು ಅತಿ ಕಡಿಮೆ ಸೇವಿಸಬೇಕು. ಏಕೆಂದರೆ ಮಾವಿನ ಹಣ್ಣಿನಲ್ಲಿ ಅತಿ ಹೆಚ್ಚಿನ ಸಕ್ಕರೆ ಅಂಶ ಇರುತ್ತದೆ. ,Nutral,Nutral,ಏಕೆಂದರೆ
ಇಂದು ಮಾರುಕಟ್ಟೆಯಲ್ಲಿ ರಾಸಾಯನಿಕಗಳನ್ನು ಬಳಸಿ ಒಂದೇ ರಾತ್ರಿಯಲ್ಲಿ ಹಣ್ಣು ಮಾಡಲಾಗಿರುವ ಹಣ್ಣುಗಳೇ ಸುಂದರವಾಗಿ ಕಾಣುತ್ತವೆ. ಆದರೆ ಇವು ಆರೋಗ್ಯಕರವಲ್ಲ. ,Positive,Negetive,ಆದರೆ
ಅಲ್ಲಿಂದ ೬ ತಿಂಗಳ ನಂತರ ನಮ್ಮ ಕಬ್ಬಿನಾಡುಸೀಮೆಗೆ ಶ್ರೀಗಳು ಬಂದಾಗ ಪರಿಷತ್ತು ಪುನರ್ರಚನೆಯ ಸಂದರ್ಭ. ನನಗೆ ಸೀಮಾ ಅಧ್ಯಕ್ಷನಾಗಿ ಕೆಲಸ ಮಾಡುವ ಸಾಮರ್ಥ್ಯವಿದೆ ಎಂದು ಸೀಮೆ ಅಭಿಪ್ರಾಯ ಪಟ್ಟಿತು. ಆದರೆ ನಾನು ಈ ವಿಚಾರದಲ್ಲಿ ಸಣ್ಣವನೆಂದು ಹೇಳಿ ನನ್ನಿಂದ ಆಗದ ಕೆಲಸವೆಂದು ಶ್ರೀಗಳಲ್ಲಿ ವಿನಂತಿಸಿದೆ. ,Positive,Negative,ಆದರೆ
ಮೆಕ್ಸಿಕೋ ದೇಶದ ರಾಜಧಾನಿ ಮೆಕ್ಸಿಕೋ ಸಿಟಿ ಸುಂದರ ಹಾಗೂ ಸ್ವತಂತ್ರ ಮಹಿಳೆಯರಿಗಾಗಿ ಹೆಸರುವಾಸಿಯಾಗಿದೆ. ವಿಶ್ವವಿಖ್ಯಾತ ನಟಿ ಸಲ್ಮಾ ಹಾಯೆಕ್ ಸಹಾ ಈ ನಗರದವರೇ. ಆದರೆ ಈ ನಗರದಲ್ಲಿ ತೆರೆದೆದೆಯ ಪ್ರದರ್ಶನಕ್ಕೆ ನಿಷೇಧವಿದ್ದು ಯಾವುದೇ ರೀತಿಯಲ್ಲಿ ತೆರೆದೆದೆಯ ಮಹಿಳೆಯರು ಸಾರ್ವಜನಿಕವಾಗಿ ಕಾಣಿಸಿಕೊಳ್ಳದಂತೆ ಕಾನೂನು ರಚಿಸಲಾಗಿದೆ.,Positive,Negative,ಆದರೆ
ಜಗತ್ತಿನಲ್ಲಿ ಆಭಿವೃದ್ಧಿ ಪಥದಲ್ಲಿ ದಾಪುಗಾಲು ಹಾಕುತ್ತಿರುವ ದೇಶಗಳಲ್ಲಿ ಅರ್ಲೆಂಡ್ ಸಹಾ ಒಂದು. ಆದರೆ ಅಭಿವೃದ್ದಿಯ ಹೆಸರಿನಲ್ಲಿ ತೆರೆದೆದೆಯ ಪ್ರದರ್ಶನಕ್ಕೆ ಈ ದೇಶದಲ್ಲಿ ಅವಕಾಶವಿಲ್ಲ. ,Positive,Negative,ಆದರೆ
ಇಲ್ಲಿನ ನಾಯಕರು ಕಾನೂನು ಉಲ್ಲಂಘಿಸಿ ತೆರೆದೆದೆಯನ್ನು ಸಾರ್ವಜನಿಕವಾಗಿ ಪ್ರದರ್ಶಿಸಿ ಮೆರೆಯುತ್ತಾರೆ. ಆದರೆ ಈ ದೇಶದ ಮಹಿಳೆಯರಿಗೆ ಮಾತ್ರ ತೆರೆದೆದೆಯ ಪ್ರದರ್ಶನಕ್ಕೆ ಅವಕಾಶವಿಲ್ಲ. ಮಾಡಿದರೆ ಐವತ್ತು ಯೂರೋ ದಂಡ! ,Nutral,Negative,ಆದರೆ
"ಈ ದೇಶದ ಕಾನೂನುಗಳು ರಾಷ್ಟ್ರನಾಯಕರಿಗೊಂದು, ಸಾರ್ವಜನಿಕರಿಗೊಂದು ಎಂಬಂತೆ ಬಳಕೆಯಾಗುತ್ತಿರುವ ವಿರುದ್ದ ಈ ದೇಶದ ಜನತೆಗೆ ಭಾರೀ ಅಸಮಾಧಾನವಿದೆ. ಏಕೆಂದರೆ ಇಲ್ಲಿನ ನಾಯಕರು ಕಾನೂನು ಉಲ್ಲಂಘಿಸಿ ತೆರೆದೆದೆಯನ್ನು ಸಾರ್ವಜನಿಕವಾಗಿ ಪ್ರದರ್ಶಿಸಿ ಮೆರೆಯುತ್ತಾರೆ. ",Negative,Negative,ಏಕೆಂದರೆ
ಕೆಲವು ವ್ಯಕ್ತಿಗಳು ಸಾಕಷ್ಟು ಧನಾತ್ಮಕ ವರ್ತನೆ ಹಾಗೂ ಸ್ವಭಾವವನ್ನು ಹೊಂದಿರುತ್ತಾರೆ. ಆದರೆ ಕೆಲವೊಮ್ಮೆ ಅವರು ತೆಗೆದುಕೊಳ್ಳುವ ನಿರ್ಧಾರ ಅಥವಾ ತೋರುವ ವರ್ತನೆಗಳು ಸುತ್ತಲಿನ ವ್ಯಕ್ತಿಗಳಿಗೆ ನೋವನ್ನುಂಟುಮಾಡಬಹುದು. ,Positive,Negative,ಆದರೆ
ಕೆಲವು ವರ್ತನೆಗಳಿಂದ ಇತರರಿಗೆ ಗಾಢವಾದ ಪ್ರೇರಣೆಯನ್ನು ನೀಡುವಂತಹ ವ್ಯಕ್ತಿಗಳಾಗ ಬಹುದು. ಇವರು ತಮ್ಮ ವರ್ತನೆಗಳಿಂದ ಇತರರಿಗೆ ಏನಾಗಬಹುದು ಎನ್ನುವುದು ಅರಿತಿರುತ್ತಾರೆ. ಆದರೆ ತಮ್ಮ ಆದ್ಯತೆಗಳಿಗೆ ಹೆಚ್ಚಿನ ಮಹತ್ವ ನೀಡುವುದರಿಂದ ಇತರರ ಅವಶ್ಯಕತೆಗಳನ್ನು ನಿರ್ಲಕ್ಷಿಸುವರು.,Positive,Negative,ಆದರೆ
ಈ ರಾಶಿಯವರ ಚಿಂತನೆಗಳು ಯಾವಾಗಲೂ ಮೋಡಗಳಂತೆ ಚಲಿಸುತ್ತಲಿರುತ್ತವೆ ಎನ್ನಲಾಗುವುದು. ಆದರೆ ಅವರಲ್ಲಿ ಸಾಕಷ್ಟು ಹಾಸ್ಯಾಸ್ಪದ ಹಾಗೂ ನಾಟಕೀಯ ವರ್ತನೆಗಳು ಇರುತ್ತವೆ ಎನ್ನಲಾಗುವುದು. ,Positive,Positive,ಆದರೆ
ಮೀನು ಮಾರುಕಟ್ಟೆಯ ಬಳಿ ಮೀನು ಹೇರಿಕೊಂಡು ಬರುವ ಲಾರಿಗಳು ರಸ್ತೆಗೆ ಅಡ್ಡಲಾಗಿ ನಿಲ್ಲುತ್ತಿರುವುದರಿಂದ ವಾಹನ ಸಂಚಾರಕ್ಕೆ ತೊಂದರೆಯಾಗುತ್ತಿದೆ. ಮತ್ತು ಅಲ್ಲಿ ಪಾರ್ಕಿಂಗ್ ವ್ಯವಸ್ಥೆಯೂ ಇಲ್ಲ. ಹಾಗೂ ನೋ ಪಾರ್ಕಿಂಗ್ ಬೋರ್ಡ್ ನ.ಪಂ. ವತಿಯಿಂದ ಅಳವಡಿಸದಿರುವುದರಿಂದ ಅಪಘಾತಗಳು ನಡೆಯುತ್ತಿದೆ. ಆದ್ದರಿಂದ ನೋ ಪಾರ್ಕಿಂಗ್ ಬೋರ್ಡ್ ಅಳವಡಿಸುವುದು ಮತ್ತು ಮೀನು ಅನ್ ಲೋಡ್ ಮಾಡಲು ಆ ಸ್ಥಳದಲ್ಲಿ ಅವಕಾಶ ಕಲ್ಪಿಸದಂತೆ ಕರ್ನಾಟಕ ರಕ್ಷಣಾ ವೇದಿಕೆಯವರು ನಗರ ಪಂಚಾಯತ್‌ಗೆ ಹೋಗಿ ಮುಖ್ಯಾಧಿಕಾರಿಗಳಿಗೆ ಮನವಿ ಸಲ್ಲಿಸಿದ್ದಾರೆ.,Negative,Positive,ಆದ್ದರಿಂದ
"ಮಾರುಕಟ್ಟೆಗೆ ಮೀನು ತರುವ ಲಾರಿ, ಅನ್‌ಲೋಡ್ ಮಾಡುವಾಗ ಮಾರುಕಟ್ಟೆ ಎದುರಿನ ರಸ್ತೆಯ ಮಧ್ಯಭಾಗದ ವರೆಗೆ ನಿಲ್ಲುವುದರಿಂದ ಸಂಚಾರಕ್ಕೆ ತೊಂದರೆಯಾಗುತ್ತದೆ ಮತ್ತು ಮೀನಿನ ನೀರು ರಸ್ತೆಯಲ್ಲೆ ಕೆಳಗಿನವರೆಗೆ ಹರಿದು ವಾಸನೆ ಬರುತ್ತದೆ ಎಂದು ಜನರು, ಜನಪ್ರತಿನಿಧೀಗಳು ಹೇಳುತ್ತಿದ್ದರೂ ನಗರ ಪಂಚಾಯತ್ ಎಚ್ಚೆತ್ತಿರಲಿಲ್ಲ. ಆದರೆ ಈಗ ಅಪಘಾತದಲ್ಲಿ ಯುವಕನೊಬ್ಬ ಪ್ರಾಣ ಕಳೆದುಕೊಂಡ ಬಳಿಕ ಎಚ್ಚೆತ್ತ ಪಂಚಾಯತು, ಹಳೆಯ ಮಾರುಕಟ್ಟೆಯೊಳಗಡೆ ಮೀನಿನ ವಾಹನ ನಿಲ್ಲಿಸಿ-ಹೊಸ ಮಾರುಕಟ್ಟೆಯ ಗೋಡೆ ಒಡೆದು ದಾರಿ ಮಾಡುವ ನಿರ್ಧಾರಕ್ಕೆ ಬಂದಿರುವುದಾಗಿ ತಿಳಿದು ಬಂದಿದೆ.",Negative,Nutral,ಆದರೆ
"ನವದೆಹಲಿ (ಪಿಟಿಐ): 2ಜಿ ತರಂಗಾಂತರ ಪ್ರಕರಣದ ವಿವಾದಾತ್ಮಕ ಟಿಪ್ಪಣಿಗೆ ಸಂಬಂಧಿಸಿದಂತೆ ಪಿ.ಚಿದಂಬರಂ ಮತ್ತು ಪ್ರಣವ್ ಮುಖರ್ಜಿ ಅವರ ಮಧ್ಯೆ ~ಕಾರ್ಯ ನಿರ್ವಹಣಾ ಭಿನ್ನಾಭಿಪ್ರಾಯ~ ಇದ್ದದ್ದು ಹೌದು ಎಂದು ಭಾನುವಾರ ಇಲ್ಲಿ ಒಪ್ಪಿಕೊಂಡ ಕೇಂದ್ರ ಕಾನೂನು ಸಚಿವ ಸಲ್ಮಾನ್ ಖುರ್ಷಿದ್ ಅವರು, ಆದರೆ ಆಗ ಹಣಕಾಸು ಸಚಿವರಾಗಿದ್ದ ಚಿದಂಬರಂ ಅವರು ಸಂಪುಟ ನಿರ್ಧಾರಕ್ಕೆ ವಿರುದ್ಧವಾಗಿ ಏನೂ ಮಾಡುವಂತಿರಲಿಲ್ಲ ಎಂದು ಪ್ರತಿಪಾದಿಸಿದರು.",Nutral,Nutral,ಆದರೆ
ದೇಶದ ನಗರ ಪ್ರದೇಶಗಳಲ್ಲೀಗ ಹೊಸ ನೋಟುಗಳ ಪರ್ಯಾಪ್ತ ಲಭ್ಯತೆಯು ಗಮನಾರ್ಹವಾಗಿ ಸುಧಾರಿಸಿದೆ. ಆದರೆ ಗ್ರಾಮೀಣ ಭಾಗಗಳಲ್ಲಿ ಈಗಲೂ ನಗದು ಕೊರತೆ ಹಾಗೆಯೇ ಉಳಿದಿದೆ.,Positive,Negative,ಆದರೆ
"ಈ ವರದಿ ಬಗ್ಗೆ ನನಗೆ ಇನ್ನೂ ಯಾವುದೇ ಮಾಹಿತಿ ಇಲ್ಲ. ಆದರೆ, ಹಗರಣ ನಡೆದಿರುವುದು ಸ್ಪಷ್ಟವಾದರೆ ತಪ್ಪಿತಸ್ಥರ ವಿರುದ್ಧ ಯಾವುದೇ ಮುಲಾಜಿಲ್ಲದೆ ಕ್ರಮ ಕೈಗೊಳ್ಳಲಾಗುವುದು ಎಂದರು.",Nutral,Positive,ಆದರೆ
" ಹಾಸ್ಟೆಲ್‌ನಲ್ಲಿ ಹಾವುಗಳ ಸಮಸ್ಯೆ, ರೌಡಿಗಳ ಸಮಸ್ಯೆ ಇದೆ ಎಂದಾಗಿದ್ದರೆ ತಕ್ಷಣವೇ ಅಧಿಕಾರಿಗಳನ್ನು ಸ್ಥಳಕ್ಕೆ ಕರೆಸಿ ಸಮಸ್ಯೆ ಬಗೆಹರಿಸುವ ಅಧಿಕಾರ ನರೇಂದ್ರಸ್ವಾಮಿ ಹೊಂದಿದ್ದರು. ಆದರೆ, ಅಲ್ಲಿ ಏನೂ ಮಾಡಲಿಲ್ಲ. ವಿಧಾನಸಭೆಯಲ್ಲಿ ಬಂದು ಇಲಾಖೆಯ ಬಗ್ಗೆ ವ್ಯಂಗ್ಯದ ಮಾತುಗಳನ್ನು ಆಡಿದ್ದಾರೆ. ",Nutral,Negative,ಆದರೆ
ಸೈದಾಪುರ: ಮಗು ದೈಹಿಕವಾಗಿ ಸದೃಢನಾಗಿರುವ ಜತೆಗೆ ಆರೋಗ್ಯವಂತನಾಗಿದ್ದಾಗ ಮಾತ್ರ ಶೈಕ್ಷಣಿಕವಾಗಿ ಅಭಿವೃದ್ಧಿ ಹೊಂದಲು ಸಾಧ್ಯವಾಗುತ್ತದೆ. ಆದ್ದರಿಂದ ಪ್ರತಿಯೊಬ್ಬರು ಕ್ರೀಡಾ ಚಟುವಟಿಕೆಗಳಲ್ಲಿ ಪಾಲ್ಗೊಳ್ಳಬೇಕು ಎಂದು ಬಳಿಚಕ್ರ ಜಿಪಂ ಸದಸ್ಯ ಭೀಮರಡ್ಡಿಗೌಡ ಹೊಸಗೌಡರ ಕೂಡಲೂರ ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಸಲಹೆ ನೀಡಿದರು.,Positive,Positive,ಆದ್ದರಿಂದ
"ಈ ಸಂದರ್ಭದಲ್ಲಿ ಮಾತನಾಡಿದ ಅವರು, ‘ನಾನು ಎಂಜಿಆರ್ ಅಲ್ಲ. ಆದರೆ, ಅವರ ಹಾಗೆ ಬಡವರಿಗೆ ಅನುಕೂಲವಾಗುವ ಕಾರ್ಯಕ್ರಮಗಳನ್ನು ಜಾರಿಗೊಳಿಸುತ್ತೇನೆ’ ಎಂದು ಭರವಸೆ ನೀಡಿದರು.",Nutral,Positive,ಆದರೆ
"ಅದಕ್ಕಾಗಿ ಪ್ರತಿವರ್ಷ ಆಗಸ್ಟ್‌ ಅಥವಾ ಸೆಪ್ಟೆಂಬರ್ ತಿಂಗಳಿನಲ್ಲಿ ದಿನಪತ್ರಿಕೆಗಳಲ್ಲಿ ಪ್ರಕಟಣೆ ನೀಡಿ ಪ್ರಕಾಶಕರು– ಲೇಖಕರಿಂದ ಅರ್ಜಿಗಳನ್ನು ಆಹ್ವಾನಿಸಲಾಗುತ್ತಿತ್ತು. ಆದರೆ, 2018ನೇ ಸಾಲಿನ ಮೊದಲ ಆರು ತಿಂಗಳಲ್ಲಿ ಪ್ರಕಟಗೊಂಡ ಪುಸ್ತಕಗಳ ಖರೀದಿಗೆ ಸಂಬಂಧಿಸಿದಂತೆ ಪತ್ರಿಕೆಗಳಲ್ಲಿ ಪ್ರಕಟಣೆ ನೀಡದೆ, ಇಲಾಖೆಯ ವೆಬ್‌ಸೈಟ್‍ ಮೂಲಕ (ತಡವಾಗಿ) ಅರ್ಜಿ ಆಹ್ವಾನಿಸಿ, ಜುಲೈ 31ರ ಒಳಗಾಗಿ ಅರ್ಜಿ ಸಲ್ಲಿಸಲು ಸೂಚಿಸಲಾಗಿತ್ತು. ",Nutral,Nutral,ಆದರೆ
"ಇತ್ತೀಚಿಗೆ ಸ್ನೇಹಿತೆ ಅಮೃತಾ ಅರೋರಾ ಜೊತೆ ಕೋಮಲ್ ನಹಾತಾ ಶೋ 'ಸ್ಟೇರಿ ನೈಟ್ಸ್' 2 ಕಾರ್ಯಕ್ರಮಕ್ಕೆ ಬಂದಿದ್ದ ಕರೀನಾ ಕಪೂರ್, ‘ನಾನು ಹಾಗೂ ಸೈಫ್ ಎರಡನೇ ಮಗುವಿನ ಪ್ಲಾನ್ ಮಾಡ್ತಿದ್ದೇವೆ. ಆದರೆ ಎರಡು ವರ್ಷಗಳ ನಂತರ’ ಎಂದು ಕರೀನಾ ಹೇಳಿದ್ದಾಳೆ.",Nutral,Nutral,ಆದರೆ
ಇನ್ನೂ ಕೆಲವರಂತೂ ಬಾಯಿಗೆ ಬಂದ ಹಾಗೆ ಕಾಮೆಂಟ್ ಮಾಡಿದ್ದಾರೆ. ಆದರೆ ಈ ಟ್ರೋಲ್ ಗಳು ಪ್ರಿಯಾಂಕಾ ಅವರಿಗೆ ಹಳೆ ವಿಷಯ. ,Negative,Nutral,ಆದರೆ
 ಯಾವುದೂ ಗಿಟ್ಟಲಿಲ್ಲ. ಆದರೆ ಒಮ್ಮೆ ಅದೃಷ್ಟ ಖುಲಾಯಿಸಿದ ಮೇಲೆ ಎಲ್ಲರೂ ಕೇಳುವವರೇ ಇದು ಕೀರ್ತಿ ಶಿಖರವೇರಿರುವ ಯೋಗರಾಜ ಭಟ್ಟರ ಹಣೆಬರಹ,Negetive,Nutral,ಆದರೆ
"ವಿದ್ಯಾರ್ಥಿಗಳು ಅಪಾಯದಿಂದ ಪಾರಾಗಿದ್ದಾರೆ. ಆದರೆ, 4 ಗಂಟೆಯವರೆಗೂ ಹೇಳಕ್ಕಾಗಲ್ಲ ಎಂದು ಕಿಮ್ಸ್ ವೈದ್ಯರು ಹೇಳಿದ್ದಾರೆ. ",Positive,Nutral,ಆದರೆ
"ಭಾನುವಾರ ಈ ಆರ್ಡರ್ ಯುವಕನ ಕೈ ಸೇರಿದೆ. ಆದರೆ ಪ್ಯಾಕೇಜ್ ತಗೆದಾಗ, ಮೊಬೈಲ್ ಬದಲಿಗೆ ಇಟ್ಟಿಗೆ ಇರುವುದು ನೋಡಿ ಗಾಬರಿಯಾಗಿದ್ದಾನೆ.",Nutral,Negetive,ಆದರೆ
"ಕಾಡು ಶೇಕಡಾ ಭೂಭಾಗದ 33 ರಷ್ಟು ಇರಬೇಕೆಂದು ಪರಿಸರ ವಿಜ್ಞಾನಿಗಳು ಹೇಳಿದ್ದಾರೆ, ಆದರೆ ಈಗ ಶೇಕಡಾ 10 ರಷ್ಟೂ ಕಾಡು ಉಳಿದಿಲ್ಲ, ",Nutral,Negetive,ಆದರೆ
"ದೆಹಲಿ ಮತ್ತು ಎನ್ ಸಿಆರ್ ಪ್ರದೇಶದಲ್ಲಿ ಪಟಾಕಿ ಸಿಡಿಸುವುದು ನಿಷೇಧ ಮಾಡಿರುವಂತೆ ಸುಪ್ರೀಂಕೋರ್ಟ್ ಆದೇಶ ನೀಡಿದೆ. ಆದರೆ ಈ ಆದೇಶವನ್ನು ಮಾರ್ಪಡಿಸಲು ಸುಪ್ರೀಂಕೋರ್ಟ್ ನಿರಾಕರಿಸಿದೆ." ,Nutral,Negetive,ಆದರೆ
